,,,,,Working-age population (thousands),,,,,,,
Bosnia and Herzegovina,LFS - Labour Force Survey,Female,Rural,2020,824.9,154,504.4,,153,13.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Employment definition: Excluding own-use production workers 
-Break in series: Methodology revised"
Bosnia and Herzegovina,LFS - Labour Force Survey,Female,Urban,2020,679.1,156.6,365.8,,129,27.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Employment definition: Excluding own-use production workers 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Total,National,2014,310.5,109.9,184.4,,11.4,4.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Total,Rural,2014,74.4,27.2,43,,3.3,0.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Total,Urban,2014,236.1,82.7,141.4,,8.2,3.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Male,National,2014,159.8,61.5,94.9,,2.4,1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Male,Rural,2014,38.2,14.9,22.4,,0.7,0.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Male,Urban,2014,121.6,46.6,72.5,,1.7,0.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Female,National,2014,150.7,48.4,89.5,,9,3.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Female,Rural,2014,36.2,12.3,20.7,,2.6,0.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Female,Urban,2014,114.5,36,68.9,,6.4,3.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing 
-Break in series: Methodology revised"
Brunei Darussalam,LFS - Labour Force Survey,Total,National,2017,328.5,124.9,187.1,,11.1,5.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Rural,2017,82.3,31.6,46.3,,3.1,1.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Urban,2017,246.3,93.3,140.8,,8.1,4.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,National,2017,165.2,66.3,95,,2.3,1.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Rural,2017,41.6,16.7,23.9,,0.6,0.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Urban,2017,123.6,49.7,71.1,,1.7,1.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,National,2017,163.4,58.6,92,,8.8,4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Rural,2017,40.7,15,22.4,,2.4,0.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Urban,2017,122.7,43.6,69.6,,6.4,3.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,National,2018,337.9,125.6,192.5,,14,5.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Rural,2018,65.4,25.3,36.1,,3.1,0.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Urban,2018,272.5,100.3,156.4,,10.9,4.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,National,2018,177,70.2,102.6,,2.7,1.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Rural,2018,32.3,13.4,18,,0.7,0.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Urban,2018,144.7,56.8,84.6,,2,1.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,National,2018,160.9,55.4,89.9,,11.4,4.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Rural,2018,33.1,11.9,18.1,,2.4,0.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Urban,2018,127.8,43.5,71.8,,8.9,3.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,National,2019,369.8,136,212.8,,14.4,6.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Rural,2019,93,35.7,51.2,,4.9,1.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Urban,2019,276.8,100.3,161.6,,9.5,5.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,National,2019,199.2,77.4,117,,2.8,2.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Rural,2019,47.8,19.1,27.3,,1.1,0.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Urban,2019,151.3,58.2,89.7,,1.7,1.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,National,2019,170.7,58.6,95.8,,11.6,4.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Rural,2019,45.2,16.5,23.9,,3.7,1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Urban,2019,125.5,42.1,71.9,,7.9,3.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,National,2020,359.2,131,208.2,,14.8,5.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Rural,2020,88.9,34.8,48.4,,4.3,1.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Urban,2020,270.3,96.1,159.8,,10.4,3.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,National,2020,192.2,71.9,115.4,,3.4,1.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Rural,2020,46.9,19.5,26.3,,0.7,0.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Urban,2020,145.3,52.4,89.1,,2.8,0.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,National,2020,167,59,92.7,,11.3,3.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Rural,2020,42,15.3,22.1,,3.6,0.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Urban,2020,125,43.7,70.6,,7.7,3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,National,2021,350.3,137.9,193.3,,13.1,6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Rural,2021,75.1,32,38.7,,3.2,1.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Total,Urban,2021,275.2,105.8,154.7,,9.9,4.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,National,2021,185.2,77.5,102.5,,3.4,1.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Rural,2021,39.4,18.1,20.1,,0.7,0.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Male,Urban,2021,145.8,59.4,82.3,,2.6,1.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,National,2021,165.1,60.4,90.9,,9.8,4.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Rural,2021,35.7,13.9,18.5,,2.5,0.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Brunei Darussalam,LFS - Labour Force Survey,Female,Urban,2021,129.4,46.5,72.3,,7.3,3.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Total,National,2014,9037.9,233.5,7918.2,320.3,496.1,69.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Total,Rural,2014,6658.3,82.4,6077.9,168.2,295.6,34.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Total,Urban,2014,2379.7,151.1,1840.3,152.1,200.5,35.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Male,National,2014,4069.9,147.1,3569.3,157.9,164.1,31.5,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Male,Rural,2014,2930.6,48.3,2700.7,79.5,85.3,16.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Male,Urban,2014,1139.4,98.8,868.6,78.4,78.9,14.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Female,National,2014,4968,86.4,4348.9,162.4,332,38.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Female,Rural,2014,3727.7,34.1,3377.3,88.7,210.3,17.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,HIES - Enquête Multisectorielle Continue,Female,Urban,2014,1240.3,52.3,971.6,73.7,121.7,21,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Total,National,2018,10065.4,2401,7092.6,,504.9,60.7,6.1,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Total,Rural,2018,7148.4,1282.1,5463.4,,366.8,32.3,3.8,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Total,Urban,2018,2917,1118.9,1629.1,,138.1,28.5,2.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Male,National,2018,4650,1497.7,3066.1,,60.2,23,2.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Male,Rural,2018,3256.7,874.4,2320.9,,46.5,13.5,1.4,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Male,Urban,2018,1393.3,623.4,745.2,,13.7,9.5,1.5,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Female,National,2018,5415.4,903.3,4026.4,,444.7,37.7,3.2,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Female,Rural,2018,3891.7,407.7,3142.6,,320.3,18.8,2.3,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burkina Faso,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,Female,Urban,2018,1523.7,495.5,883.9,,124.4,18.9,0.9,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Total,National,2014,4730.6,1445.1,2563.4,295.7,321.1,105.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Total,Rural,2014,4201.1,1214.5,2341.6,258.5,292.9,93.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Total,Urban,2014,529.5,230.7,221.8,37.2,28.2,11.7,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Male,National,2014,2173.9,741.2,1247.8,136.2,29.4,19.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Male,Rural,2014,1903.5,612,1130.7,119.1,26.3,15.4,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Male,Urban,2014,270.4,129.2,117.1,17.1,3.1,3.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Female,National,2014,2556.7,703.9,1315.6,159.5,291.7,86.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Female,Rural,2014,2297.6,602.5,1210.9,139.4,266.6,78.2,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Female,Urban,2014,259.1,101.4,104.7,20.1,25.1,7.8,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Total,National,2020,6371.4,2100,3587.2,96.4,410,177.1,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Total,Rural,2020,5619.6,1757,3254.5,78,371,158.3,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Total,Urban,2020,751.9,343,332.7,18.4,39,18.9,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
Burundi,HIES - Living Standards Measurement Survey,Male,National,2020,2823.8,1041.5,1681,37,32.7,31.6,,"Notes

Working-age population (thousands) 
-Repository: ILO-STATISTICS - Micro data processing"
